title,funder,type,start,end,award_in_pounds,lead_org,lead_org_dept,lead_org_address,lead_org_postcode,lead_org_region,grant_holder_firstname,grant_holder_othernames,grant_holder_surname,gtr_project_reference,gtr_url
Synthetic Biology Platform Development for CHO Cell Design and Engineering,BBSRC,DTP,2013-10-07,2017-10-06,93520,University of Sheffield,Chemical & Biological Engineering,"Firth Court, Western Bank, Sheffield, South Yorkshire, S10 2TN, Yorkshire and The Humber, United Kingdom",S10 2TN,Yorkshire and The Humber,David,,James,BB/K020986/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FK020986%2F1
Diagnostics for Herbicide Resistance in Wild Grass Weeds,BBSRC,DTP,2014-08-30,2017-03-29,61533,Newcastle University,Agriculture Food and Rural Development,"1 Park Terrace, Newcastle Upon Tyne, Tyne and Wear, NE1 7RU, North East, United Kingdom",NE1 7RU,North East,Robert,,Edwards,BB/K501669/2,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FK501669%2F2
Industrial CASE Account - Loughborough University 2011,EPSRC,DTP,2011-10-01,2016-09-30,622089,Loughborough University,Enterprise Office,"Loughborough University, Loughborough, Leicestershire, LE11 3TU, East Midlands, United Kingdom",LE11 3TU,East Midlands,Kathryn,,Walsh,EP/J502078/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FJ502078%2F1
DTA- Queen's University Belfast,EPSRC,DTP,2013-10-01,2017-09-30,1364820,Queen's University of Belfast,Research and Regional Services,"University Road, Belfast, County Antrim, BT7 1NN, Northern Ireland, United Kingdom",BT7 1NN,Northern Ireland,Mark,,Kelly,EP/L504841/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FL504841%2F1
Murinised Firefly Luciferase: A new direction towards immune-shielding and biological relevance.,NC3Rs,DTP,2016-07-01,2019-06-30,90000,Cardiff University,School of Biosciences,"Research & Consultancy, PO Box 923, Cardiff, South Glamorgan, CF10 3TE, Wales, United Kingdom",CF10 3TE,Wales,James,Augustus,Murray,NC/N00339X/1,http://gtr.rcuk.ac.uk:80/projects?ref=NC%2FN00339X%2F1
Dichelobacter nodosus metapopulations and epidemiology of footrot in endemically infected flocks,BBSRC,DTP,2015-10-05,2019-10-04,95042,University of Warwick,School of Life Sciences,"Warwickshire, Coventry, West Midlands, CV4 7AL, West Midlands, United Kingdom",CV4 7AL,West Midlands,Laura,Elizabeth,Green,BB/N504014/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FN504014%2F1
Substrate dependent evolution of Cytochromes P450 in determining species sensitivity to xenobiotics Advances in biosciences sustainable innovations,BBSRC,DTP,2016-10-01,2020-09-30,96696,University of Manchester,Chemistry,"Oxford Road, Manchester, M13 9PL, North West, United Kingdom",M13 9PL,North West,Andrew,William,Munro,BB/P504920/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FP504920%2F1
Engineering Yeast for GPCR Expression and Functional Studies,BBSRC,DTP,2013-10-01,2017-09-30,93520,Aston University,Sch of Life and Health Sciences,"Aston Triangle, Birmingham, B4 7ET, West Midlands, United Kingdom",B4 7ET,West Midlands,Roslyn,,Bill,BB/L502194/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL502194%2F1
Industrial CASE Account - University of Dundee 2015,EPSRC,DTP,2015-10-01,2020-09-30,80670,University of Dundee,School of Life Sciences,"University of Dundee, Nethergate, DD1 4HN, Scotland, United Kingdom",DD1 4HN,Scotland,Carol,,MacKintosh,EP/N509139/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FN509139%2F1
Training Grant Bristol,STFC,DTP,2014-10-01,2018-09-30,322049,University of Bristol,Physics,"Senate House, Bristol, Avon, BS8 1TH, South West, United Kingdom",BS8 1TH,South West,Nick,,Brook,ST/M503381/1,http://gtr.rcuk.ac.uk:80/projects?ref=ST%2FM503381%2F1
Premature stem failure necking in roses and ways to minimise it,BBSRC,DTP,2015-10-01,2019-09-30,103042,"Royal Holloway, University of London",Biological Sciences,"Egham Hill, Egham, Surrey, TW20 0EX, South East, United Kingdom",TW20 0EX,South East,A,,Stead,BB/N504269/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FN504269%2F1
Essex-2013-DTG Funding 2 Studentships,NERC,DTP,2013-10-01,2017-03-31,145742,University of Essex,Biological Sciences,"Wivenhoe Park, Colchester, Essex, CO4 3SQ, East of England, United Kingdom",CO4 3SQ,East of England,Glyn,,Stanway,NE/L501906/1,http://gtr.rcuk.ac.uk:80/projects?ref=NE%2FL501906%2F1
Stirling - ESRC Standard Research Transition Standard Competition DTG,ESRC,DTP,2011-04-01,2017-09-30,301282,University of Stirling,Research and Enterprise Office,"Stirling, Stirlingshire, FK9 4LA, Scotland, United Kingdom",FK9 4LA,Scotland,Julia,Miller,Ferguson,ES/I901078/1,http://gtr.rcuk.ac.uk:80/projects?ref=ES%2FI901078%2F1
Industrial CASE Account - University of Aberdeen 2011,EPSRC,DTP,2011-10-01,2016-09-30,207363,University of Aberdeen,Research Finance Manager,"University Office, Regent Walk, Aberdeen, Aberdeenshire, AB24 3FX, Scotland, United Kingdom",AB24 3FX,Scotland,Kerry,,Duffus,EP/J501773/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FJ501773%2F1
The use of forward and reverse genetics to select Clostridium strains more tolerant to biobutanol and cellulosic feedstock inhibitors.,BBSRC,DTP,2013-10-01,2017-09-30,93520,University of Nottingham,Sch of Molecular Medical Sciences,"University Park, Nottingham, Nottinghamshire, NG7 2RD, East Midlands, United Kingdom",NG7 2RD,East Midlands,Nigel,,Minton,BB/K013297/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FK013297%2F1
Cambridge-2012-DTG-Funding 9 Studentships,NERC,DTP,2012-10-01,2016-09-30,646164,University of Cambridge,Board of Graduate Studies,"Lensfield Road, Cambridge, CB2 1EW, East of England, United Kingdom",CB2 1EW,East of England,Liz,,Heselwood,NE/K500884/1,http://gtr.rcuk.ac.uk:80/projects?ref=NE%2FK500884%2F1
Industrial CASE Account - Loughborough University 2015,EPSRC,DTP,2015-10-01,2020-09-30,161340,Loughborough University,Enterprise Office,"Loughborough University, Loughborough, Leicestershire, LE11 3TU, East Midlands, United Kingdom",LE11 3TU,East Midlands,Kathryn,,Walsh,EP/N509279/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FN509279%2F1
University of Nottingham ESRC Doctoral Training Centre DTG 2011,ESRC,DTP,2011-10-01,2020-09-30,7190820,University of Nottingham,Research and Graduate Services,"University Park, Nottingham, Nottinghamshire, NG7 2RD, East Midlands, United Kingdom",NG7 2RD,East Midlands,Claire,,O'Malley,ES/J500100/1,http://gtr.rcuk.ac.uk:80/projects?ref=ES%2FJ500100%2F1
CIRC - Targeting subfunctions in Brassica ALCATRAZ genes to reduce seed loss in oilseed rape,BBSRC,DTP,2014-09-15,2019-08-01,93520,John Innes Centre,Crop Genetics,"Norwich Research Park, Colney, Norwich, Norwich, NR4 7UH, East of England, United Kingdom",NR4 7UH,East of England,Lars,,Ostergaard,BB/L502339/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL502339%2F1
Development of functional 3D human intestinal mucosae to replace rodent models and improve the predictive accuracy of existing in vitro systems,NC3Rs,DTP,2016-10-01,2019-09-30,90000,Durham University,Biosciences,"Old Shire Hall, Old Elvet, Durham, County Durham, DH1 3HP, North East, United Kingdom",DH1 3HP,North East,Stefan,,Przyborski,NC/N00289X/1,http://gtr.rcuk.ac.uk:80/projects?ref=NC%2FN00289X%2F1
Developing an in vitro model of Glomerulosclerosis to facilitate drug target screening,BBSRC,DTP,2013-10-01,2017-09-30,93520,University of Bristol,Clinical Science at North Bristol,"Senate House, Bristol, Avon, BS8 1TH, South West, United Kingdom",BS8 1TH,South West,Moin,,Saleem,BB/L502364/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL502364%2F1
PET Radiochemistry for CNS Drug Development,BBSRC,DTP,2013-10-01,2017-09-30,93520,University of Oxford,Oxford Chemistry,"University Chest, Wellington Square, Oxford, OX1 2JD, South East, United Kingdom",OX1 2JD,South East,Veronique,,Gouverneur,BB/K01191X/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FK01191X%2F1
DTA - University of Surrey,EPSRC,DTP,2013-10-01,2017-09-30,1282890,University of Surrey,Research Finance,"Registry, Stag Hill, Guildford, Surrey, GU2 7XH, South East, United Kingdom",GU2 7XH,South East,Elizabeth,,Puttock,EP/L505092/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FL505092%2F1
BRIC DOCTORATE PROGRAMME: Image correlation spectroscopy analyses: promising screening tools to predict protein aggregation,BBSRC,DTP,2013-10-01,2017-09-30,93520,University of Manchester,School of Health Sciences,"Oxford Road, Manchester, M13 9PL, North West, United Kingdom",M13 9PL,North West,Alain,,Pluen,BB/K020935/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FK020935%2F1
Nottingham-2013-DTG Funding 2 Studentships,NERC,DTP,2013-10-01,2017-03-31,145742,University of Nottingham,Sch of Geography,"University Park, Nottingham, Nottinghamshire, NG7 2RD, East Midlands, United Kingdom",NG7 2RD,East Midlands,John,,Armour,NE/L50192X/1,http://gtr.rcuk.ac.uk:80/projects?ref=NE%2FL50192X%2F1
Physiology genetics dormancy Solanum stenotomum potato species with commercial potential and manipulating onion dormancy using deficit irrigation,BBSRC,DTP,2014-10-01,2018-09-30,188252,The James Hutton Institute,Cell & Molecular Sciences,"The James Hutton Institute, Invergowrie, DD2 5DA, Unknown, United Kingdom",DD2 5DA,Unknown,Glenn,James,Bryan,BB/M502911/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FM502911%2F1
Training Grant City,STFC,DTP,2015-10-01,2019-09-30,75418,City University London,Sch of Engineering and Mathematical Sci,"Northampton Square, London, EC1V 0HB, London, United Kingdom",EC1V 0HB,London,Anton,,Cox,ST/M503459/1,http://gtr.rcuk.ac.uk:80/projects?ref=ST%2FM503459%2F1
Using Developmental Metabolomics to Identify Novel Markers for Potato Dormancy,BBSRC,DTP,2014-10-01,2018-09-30,94126,University of Sheffield,Animal and Plant Sciences,"Firth Court, Western Bank, Sheffield, South Yorkshire, S10 2TN, Yorkshire and The Humber, United Kingdom",S10 2TN,Yorkshire and The Humber,Andrew James,,Fleming,BB/L016400/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL016400%2F1
DTA - Newcastle University,EPSRC,DTP,2014-10-01,2018-09-30,1882360,Newcastle University,Research and Enterprise Services,"1 Park Terrace, Newcastle Upon Tyne, Tyne and Wear, NE1 7RU, North East, United Kingdom",NE1 7RU,North East,Nicky,M,Houghton,EP/M506382/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FM506382%2F1
To explore the mechanisms of action of sodium bicarbonate against biofilms,BBSRC,DTP,2014-11-14,2018-11-13,102126,Kingston University,Fac of Science Engineering and Computing,"River House, 53-57 High Street, Kingston Upon Thames, Surrey, KT1 1LQ, London, United Kingdom",KT1 1LQ,London,Declan,Patrick,Naughton,BB/M502996/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FM502996%2F1
Optimising antibody specificity and efficacy through Fc engineering,BBSRC,DTP,2015-10-01,2019-09-30,95042,University of Southampton,Cancer Sciences,"Administration Building, Highfield, Southampton, Hampshire, SO17 1BJ, South East, United Kingdom",SO17 1BJ,South East,Mark,,Cragg,BB/N503927/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FN503927%2F1
Glasgow-2012-DTG-Funding 3 Studentships,NERC,DTP,2012-10-01,2018-09-30,215388,University of Glasgow,Research and Enterprise,"University Avenue, Glasgow, G12 8QQ, Scotland, United Kingdom",G12 8QQ,Scotland,Mary Beth,,Kneafsey,NE/K501098/1,http://gtr.rcuk.ac.uk:80/projects?ref=NE%2FK501098%2F1
DTA - University of Leicester,EPSRC,DTP,2013-10-01,2017-09-30,368543,University of Leicester,Finance Office,"University Road, Leicester, Leicestershire, LE1 7RH, East Midlands, United Kingdom",LE1 7RH,East Midlands,Ruth,Susan,Daly,EP/L505006/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FL505006%2F1
Mapping dynamics of receptor-ligand interactions in living cells,BBSRC,DTP,2014-10-01,2018-09-30,102126,King's College London,Randall Div of Cell and Molecular Biophy,"Capital House, 2nd Floor, Guys Campus, 42 Weston Street, London, SE1 3QD, London, United Kingdom",SE1 3QD,London,Simon,Morris,Ameer-Beg,BB/L015773/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL015773%2F1
Industrial CASE Account,EPSRC,DTP,2011-10-01,2016-09-30,138242,University of Bradford,School of Engineering and Informatics,"Richmond Road, Bradford, West Yorkshire, BD7 1DP, Yorkshire and The Humber, United Kingdom",BD7 1DP,Yorkshire and The Humber,Yim,Fun,Hu,EP/J501840/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FJ501840%2F1
BB/J014575/1,BBSRC,DTP,2012-10-01,2018-09-30,4607900,Imperial College London,Life Sciences,"South Kensington Campus, Exhibition Road, London, SW7 2AZ, London, United Kingdom",SW7 2AZ,London,Martin,,Buck,BB/J014575/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FJ014575%2F1
Understanding the differential and complementary roles of SGK isoforms associated with the PI 3kinase and Akt signalling,BBSRC,DTP,2015-10-01,2019-09-30,95042,University of Dundee,School of Life Sciences,"University of Dundee, Nethergate, DD1 4HN, Scotland, United Kingdom",DD1 4HN,Scotland,Dario,Renato,Alessi,BB/N504221/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FN504221%2F1
Kinome reprogramming in response to activating KRAS mutations and Ras pathway therapeutics,BBSRC,DTP,2015-10-01,2019-09-30,95042,University of Liverpool,Institute of Translational Medicine,"Senate House, Abercromby Square, Liverpool, L69 3BX, North West, United Kingdom",L69 3BX,North West,Ian,Andrew,Prior,BB/N504208/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FN504208%2F1
Development of novel genetic tools to engineer the CF Airway Microbiome,BBSRC,DTP,2014-10-01,2018-09-30,102126,King's College London,Pharmaceutical Sciences,"Capital House, 2nd Floor, Guys Campus, 42 Weston Street, London, SE1 3QD, London, United Kingdom",SE1 3QD,London,Andrew,James,Mason,BB/L013576/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL013576%2F1
Understanding the impact of Lawsonia intracellularis infection and vaccination on gut health integrity and the microbiome,BBSRC,DTP,2016-10-01,2020-09-30,96696,University of Edinburgh,The Roslin Institute,"Old College, South Bridge, Mayfield Road, Edinburgh, EH8 9YL, Scotland, United Kingdom",EH8 9YL,Scotland,Tanja,,Opriessnig,BB/P505006/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FP505006%2F1
Investigating the microwave effects on tissue permeability using bioimaging,BBSRC,DTP,2015-10-01,2019-09-30,103042,King's College London,Pharmaceutical Sciences,"Capital House, 2nd Floor, Guys Campus, 42 Weston Street, London, SE1 3QD, London, United Kingdom",SE1 3QD,London,Maya,,Thanou,BB/M014975/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FM014975%2F1
DTA - University of Birmingham,EPSRC,DTP,2014-10-01,2018-09-30,1981980,University of Birmingham,The Registrar,"Edgbaston Park Road, Edgbaston, B15 2TT, West Midlands, United Kingdom",B15 2TT,West Midlands,Rachel,,Patti,EP/M506461/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FM506461%2F1
Advances in Neurite Outgrowth Models to Study the Role of Neurite Inhibition and Recovery in Human Stem Cell Derived Neurons,BBSRC,DTP,2013-10-01,2017-09-30,93520,Durham University,Biosciences,"Old Shire Hall, Old Elvet, Durham, County Durham, DH1 3HP, North East, United Kingdom",DH1 3HP,North East,Stefan,,Przyborski,BB/K011413/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FK011413%2F1
The biological basis of protein-based inhaled nanomedicines,BBSRC,DTP,2014-10-01,2018-09-30,102126,King's College London,Pharmaceutical Sciences,"Capital House, 2nd Floor, Guys Campus, 42 Weston Street, London, SE1 3QD, London, United Kingdom",SE1 3QD,London,B,,Forbes,BB/L016915/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL016915%2F1
Biosensor-sensor analysis of ion channels associated with drug-induced long QT syndrome.,BBSRC,DTP,2013-06-30,2017-06-29,92173,University of Dundee,School of Life Sciences,"University of Dundee, Nethergate, DD1 4HN, Scotland, United Kingdom",DD1 4HN,Scotland,Andrew,Lee,Hopkins,BB/J011770/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FJ011770%2F1
Industrial CASE Account - University of Warwick 2014,EPSRC,DTP,2014-10-01,2019-09-30,695240,University of Warwick,WMG,"Warwickshire, Coventry, West Midlands, CV4 7AL, West Midlands, United Kingdom",CV4 7AL,West Midlands,Kevin,,Neailey,EP/M507593/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FM507593%2F1
DTA - University of York,EPSRC,DTP,2014-10-01,2018-09-30,1304690,University of York,Physics,"Heslington, York, North Yorkshire, YO10 5DD, Yorkshire and The Humber, United Kingdom",YO10 5DD,Yorkshire and The Humber,Brian,,Fulton,EP/M506680/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FM506680%2F1
NCAS-2012-DTG Funding 1 Studentship,NERC,DTP,2013-02-28,2016-08-27,71796,University of Leeds,School of Earth and Environment,"University of Leeds, Leeds, West Yorkshire, LS2 9JT, Yorkshire and The Humber, United Kingdom",LS2 9JT,Yorkshire and The Humber,Chris,,Collier,NE/K501232/1,http://gtr.rcuk.ac.uk:80/projects?ref=NE%2FK501232%2F1
DTA - Imperial College London,EPSRC,DTP,2012-10-01,2016-09-30,8401120,Imperial College London,Research Office,"South Kensington Campus, Exhibition Road, London, SW7 2AZ, London, United Kingdom",SW7 2AZ,London,Malcolm,,Aldridge,EP/K502856/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FK502856%2F1
Developing yeast single cell microinjection technology for the study of protein aggregate toxicity,BBSRC,DTP,2015-10-01,2019-09-30,95042,University of Kent,Sch of Biosciences,"The Registry, Canterbury, Kent, CT2 7NZ, South East, United Kingdom",CT2 7NZ,South East,Campbell,,Gourlay,BB/M015785/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FM015785%2F1
Synthetic Biology and Directed Evolution of Enzymes,BBSRC,DTP,2015-10-05,2019-10-04,103042,Imperial College London,Life Sciences,"South Kensington Campus, Exhibition Road, London, SW7 2AZ, London, United Kingdom",SW7 2AZ,London,John,Timothy,Heap,BB/N503873/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FN503873%2F1
Industrial CASE Account - University of Sussex 2014,EPSRC,DTP,2014-10-01,2019-09-30,69524,University of Sussex,Research Finance,"The Administration, Sussex House, Falmer, Brighton, East Sussex, BN1 9RH, South East, United Kingdom",BN1 9RH,South East,Linda,,Allfrey,EP/M507568/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FM507568%2F1
Characterisation of oligonucleotdies being developed for rare human diseases,BBSRC,DTP,2012-10-01,2017-12-31,92173,University of Sheffield,Chemical & Biological Engineering,"Firth Court, Western Bank, Sheffield, South Yorkshire, S10 2TN, Yorkshire and The Humber, United Kingdom",S10 2TN,Yorkshire and The Humber,Mark,,Dickman,BB/K501086/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FK501086%2F1
Mechanisms of regulatory T Treg cell stability in health and disease,BBSRC,DTP,2016-10-01,2020-09-30,96696,Babraham Institute,Lymphocyte Signalling and Development,"Babraham Research Campus, Cambridge, Cambridgeshire, CB22 3AT, East of England, United Kingdom",CB22 3AT,East of England,Rahul,,Roychoudhuri,BB/P504555/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FP504555%2F1
Toward targeted delivery of agrochemicals to soil,BBSRC,DTP,2016-10-01,2020-09-30,96696,University of Sheffield,Geography,"Firth Court, Western Bank, Sheffield, South Yorkshire, S10 2TN, Yorkshire and The Humber, United Kingdom",S10 2TN,Yorkshire and The Humber,Maria,,Romero-Gonzalez,BB/P504968/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FP504968%2F1
DTA - Durham University,EPSRC,DTP,2014-10-01,2018-09-30,1271700,Durham University,Student Financial Support,"Old Shire Hall, Old Elvet, Durham, County Durham, DH1 3HP, North East, United Kingdom",DH1 3HP,North East,Andrea,,Bailey,EP/M506321/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FM506321%2F1
Development of broad specificity biocatalysts for amide bond formation from acid substrates in aqueos solution,BBSRC,DTP,2016-10-01,2020-09-30,96696,University of York,Chemistry,"Heslington, York, North Yorkshire, YO10 5DD, Yorkshire and The Humber, United Kingdom",YO10 5DD,Yorkshire and The Humber,Gideon,James,Grogan,BB/P504464/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FP504464%2F1
